year,generation (mwh),final co2 (kg),index (g/kwh),change since 2005,index (lb/mwh)
2001,3736520411.1499996,2354064144880.8354,630.0150637090508,0.051549188067023174,1388.9312094529735
2002,3858190275.0499997,2374176563825.951,615.3601545209387,0.027088887439875226,1356.6229966568617
2003,3883111089.4399996,2401017859691.791,618.3232476200036,0.032034544015362404,1363.15543170306
2004,3970518776.29,2384307339738.191,600.5027237186512,0.0022905608650640873,1323.8683047101385
2005,4055196708.06,2429591541102.797,599.1303791191698,0.0,1320.8428338061217
2006,4064620761.1899996,2380146723863.752,585.5765798841504,-0.022622453655155843,1290.962128012598
2007,4156669475.34,2444883144771.0664,588.1831979366327,-0.01827178451313286,1296.7086781711005
2008,4119315445.660001,2391430561176.41,580.5407701165389,-0.031027652161389363,1279.8601817989215
2009,3950295430.1500006,2175400370424.5242,550.6930833124853,-0.08084600196353932,1214.0579714707053
2010,4124851633.6499996,2302770981057.019,558.2675901046513,-0.06820350033759633,1230.7567291447142
2011,4099904141.69,2210253790090.901,539.0988944389865,-0.1001976978173607,1188.4974226801896
2012,4047592450.8500004,2078066296129.9243,513.4079879246557,-0.14307802472066522,1131.859250178696
2013,4065838573.14,2095627737936.5146,515.4232516216416,-0.13971437672813858,1136.3021005250712
2014,4104659454.5600004,2092147200262.5002,509.7005545583728,-0.1492660490564258,1123.6858425793887
2015,4091519853.6800003,1967419180888.8533,480.85289849426357,-0.19741526176455207,1060.0883000204535
2016,4095208935.5300007,1854638825367.0854,452.8801471583668,-0.24410418342634757,998.4195724253356
2017,4034598385.3799996,1769787330672.5747,438.65266418726503,-0.2678510730299406,967.0536634672445
