year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,30485213.0,21913281835.9,718.816753417,-0.000591690430968,1584.70341458
2002,31618388.0,21368430349.1,675.822889803,-0.0603682946244,1489.91914286
2003,30455986.0,22439495888.7,736.784416985,0.0243896865172,1624.31492569
2004,32008708.81,21700399982.3,677.952994327,-0.0574066995418,1494.61517129
2005,31464733.61,22630768069.6,719.242322216,0.0,1585.64162356
2006,31669968.88,22206094930.0,701.171984542,-0.0251241300961,1545.80375712
2007,32442698.83,21323026606.7,657.25193574,-0.0861884577161,1448.97761753
2008,32373522.26,22496822959.6,694.914281459,-0.033824540083,1532.00802491
2009,34049341.23,24945725881.6,732.634611434,0.0186199960765,1615.16626437
2010,36683503.25,24145496674.2,658.211308489,-0.0848545918974,1451.0926507
2011,36146598.02,26332301033.3,728.486288494,0.012852366987,1606.02087161
2012,34263375.49,25474886698.2,743.501956066,0.0337294304023,1639.12441234
2013,37153751.86,27130391850.7,730.219439289,0.0152620566577,1609.84177586
2014,39479421.41,25338796391.8,641.822891188,-0.107640260642,1414.96274591
2015,39938670.75,24265992275.5,607.58136963,-0.155248028567,1339.47388749
2016,37630047.389,21533937203.8,572.253789139,-0.2043658007,1261.59070354
2017,9188151.214,5486624185.18,597.141259149,-0.169763457038,1316.45761992
